"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","window"
"1",0.625,0.421875,0.516464783281734,0.53941163003663,0.516464783281734,0.625,0.561418078872347,0.5,0.3125,0.6015625,0.5234375,1
"2",0.428125,0.65625,0.55530303030303,0.536904761904762,0.55530303030303,0.428125,0.478703703703704,0.5,0.2140625,0.3859375,0.5421875,2
"3",0.408333333333333,0.640625,0.543376068376068,0.51624649859944,0.543376068376068,0.408333333333333,0.462484639016897,0.5,0.204166666666667,0.383854166666667,0.524479166666667,3
"4",0.454963235294118,0.607536764705882,0.54095291962939,0.524988328664799,0.54095291962939,0.454963235294118,0.49235970250169,0.5,0.227384135472371,0.423768939393939,0.53125,4
"5",0.580952380952381,0.505952380952381,0.542647058823529,0.543489843489843,0.542647058823529,0.580952380952381,0.560066740823137,0.5,0.289408866995074,0.535714285714286,0.543452380952381,5
"6",0.571428571428571,0.589285714285714,0.593215811965812,0.579166666666667,0.593215811965812,0.571428571428571,0.569886363636364,0.5,0.285714285714286,0.491071428571429,0.580357142857143,6
