1482444362.000000, IBI
26.938733,0.843789
27.782522,0.843789
28.641936,0.859414
29.438848,0.796911
30.345139,0.906291
31.267056,0.921917
32.079593,0.812537
32.970259,0.890666
33.907802,0.937543
34.845345,0.937543
35.595379,0.750034
36.454794,0.859414
37.361085,0.906291
38.142371,0.781286
38.861154,0.718783
39.626814,0.765660
40.454977,0.828163
41.220637,0.765660
42.080051,0.859414
43.048846,0.968794
43.892634,0.843789
44.767674,0.875040
45.673966,0.906291
46.486503,0.812537
47.314666,0.828163
48.205332,0.890666
49.080372,0.875040
49.877283,0.796911
50.705446,0.828163
74.050265,0.828163
74.815925,0.765660
90.379137,0.781286
153.944547,0.718783
154.757084,0.812537
155.632124,0.875040
156.397784,0.765660
157.272824,0.875040
158.132238,0.859414
158.976027,0.843789
169.414005,0.937543
170.382799,0.968794
171.164085,0.781286
172.023499,0.859414
172.867288,0.843789
173.695451,0.828163
174.539239,0.843789
175.445531,0.906291
176.367448,0.921917
177.258114,0.890666
178.164405,0.906291
179.148825,0.984420
180.070743,0.921917
180.898906,0.828163
181.836448,0.937543
182.617734,0.781286
183.492774,0.875040
184.445943,0.953169
185.274106,0.828163
186.133520,0.859414
187.024186,0.890666
187.977355,0.953169
188.774266,0.796911
189.649306,0.875040
190.555598,0.906291
191.290006,0.734409
192.165046,0.875040
193.008835,0.843789
193.852623,0.843789
194.758915,0.906291
195.727709,0.968794
200.759190,0.906291
201.540475,0.781286
202.446767,0.906291
203.399935,0.953169
204.243724,0.843789
205.243770,1.000046
206.243816,1.000046
207.103230,0.859414
208.009521,0.906291
208.931439,0.921917
209.837730,0.906291
210.681519,0.843789
211.697190,1.015671
212.619107,0.921917
213.556650,0.937543
214.462942,0.906291
215.291105,0.828163
216.197396,0.906291
217.181816,0.984420
218.025605,0.843789
218.931896,0.906291
219.916317,0.984420
220.916362,1.000046
221.822654,0.906291
222.807074,0.984420
223.572734,0.765660
224.463400,0.890666
225.322814,0.859414
226.182228,0.859414
227.072894,0.890666
228.057314,0.984420
228.901103,0.843789
229.854271,0.953169
230.807440,0.953169
231.635603,0.828163
232.557520,0.921917
233.573192,1.015671
234.370103,0.796911
235.307646,0.937543
236.229563,0.921917
237.135855,0.906291
238.042146,0.906291
239.073443,1.031297
239.823478,0.750034
240.714144,0.890666
241.557932,0.843789
242.370469,0.812537
243.214258,0.843789
244.136175,0.921917
245.042467,0.906291
245.917507,0.875040
246.839424,0.921917
247.714464,0.875040
248.542627,0.828163
249.448918,0.906291
250.198953,0.750034
250.917736,0.718783
251.714647,0.796911
252.480307,0.765660
265.402774,0.921917
266.387194,0.984420
267.230982,0.843789
268.121648,0.890666
269.059191,0.937543
